J2867,CWE-74 CWE-90 CWE-707 CWE-943
J1002,CWE-74 CWE-93 CWE-113 CWE-707 CWE-311 CWE-614 CWE-693
J1004,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1006,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1032,CWE-74 CWE-93 CWE-113 CWE-707 CWE-311 CWE-614 CWE-693
J1034,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1036,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1038,CWE-74 CWE-93 CWE-113 CWE-707 CWE-311 CWE-614 CWE-693
J1040,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1042,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1044,CWE-74 CWE-93 CWE-113 CWE-707 CWE-311 CWE-614 CWE-693
J1046,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1048,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1050,CWE-74 CWE-93 CWE-113 CWE-707 CWE-311 CWE-614 CWE-693
J1052,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1054,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1068,CWE-74 CWE-93 CWE-113 CWE-707 CWE-311 CWE-614 CWE-693
J1070,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1072,CWE-74 CWE-93 CWE-113 CWE-707 CWE-601 CWE-610 CWE-664
J1848,CWE-227 CWE-329 CWE-330 CWE-573 CWE-710 CWE-1204 CWE-326 CWE-327 CWE-328 CWE-693
J1220,CWE-74 CWE-134 CWE-707
J1222,CWE-74 CWE-134 CWE-707
J1240,CWE-74 CWE-134 CWE-707
J1242,CWE-74 CWE-134 CWE-707
J1252,CWE-74 CWE-134 CWE-707
J1254,CWE-74 CWE-134 CWE-707
J1768,CWE-200 CWE-209 CWE-497 CWE-664 CWE-668 CWE-703 CWE-755
J1810,CWE-311 CWE-312 CWE-315 CWE-664 CWE-693 CWE-922 CWE-311 CWE-614 CWE-693
J1838,CWE-326 CWE-327 CWE-328 CWE-693
J1840,CWE-326 CWE-327 CWE-328 CWE-693
J1844,CWE-326 CWE-327 CWE-328 CWE-693
J1846,CWE-326 CWE-327 CWE-328 CWE-693
J1849,CWE-326 CWE-327 CWE-328 CWE-693
J1850,CWE-330 CWE-335 CWE-337
J2381,CWE-601 CWE-610 CWE-664
J2387,CWE-601 CWE-610 CWE-664
J2389,CWE-601 CWE-610 CWE-664
J2391,CWE-601 CWE-610 CWE-664
J2393,CWE-601 CWE-610 CWE-664
J2397,CWE-601 CWE-610 CWE-664
J1003,CWE-311 CWE-614 CWE-693
J1008,CWE-311 CWE-614 CWE-693
J1009,CWE-311 CWE-614 CWE-693
J1014,CWE-311 CWE-614 CWE-693
J1015,CWE-311 CWE-614 CWE-693
J1020,CWE-311 CWE-614 CWE-693
J1021,CWE-311 CWE-614 CWE-693
J1026,CWE-311 CWE-614 CWE-693
J1027,CWE-311 CWE-614 CWE-693
J1033,CWE-311 CWE-614 CWE-693
J1039,CWE-311 CWE-614 CWE-693
J1045,CWE-311 CWE-614 CWE-693
J1051,CWE-311 CWE-614 CWE-693
J1056,CWE-311 CWE-614 CWE-693
J1057,CWE-311 CWE-614 CWE-693
J1062,CWE-311 CWE-614 CWE-693
J1063,CWE-311 CWE-614 CWE-693
J1069,CWE-311 CWE-614 CWE-693
J1811,CWE-311 CWE-614 CWE-693
J2433,CWE-311 CWE-614 CWE-693
J2441,CWE-74 CWE-91 CWE-643 CWE-707 CWE-943
J2451,CWE-74 CWE-91 CWE-643 CWE-707 CWE-943
J2453,CWE-74 CWE-91 CWE-643 CWE-707 CWE-943
J2455,CWE-74 CWE-91 CWE-643 CWE-707 CWE-943
J2457,CWE-74 CWE-91 CWE-643 CWE-707 CWE-943
J2463,CWE-74 CWE-91 CWE-643 CWE-707 CWE-943
J1700,CWE-197 CWE-664 CWE-681 CWE-704
J1702,CWE-197 CWE-664 CWE-681 CWE-704
J1724,CWE-197 CWE-664 CWE-681 CWE-704
J1726,CWE-197 CWE-664 CWE-681 CWE-704
J1740,CWE-197 CWE-664 CWE-681 CWE-704
J1742,CWE-197 CWE-664 CWE-681 CWE-704
J1744,CWE-197 CWE-664 CWE-681 CWE-704
J1756,CWE-197 CWE-664 CWE-681 CWE-704
J1764,CWE-197 CWE-664 CWE-681 CWE-704
