M; D; DLS: Dead store to $L11 in testcases.CWE643_Xpath_Injection.J2456.processG2B(HttpServletRequest, HttpServletResponse) ;at J2456.java:[line 34]
M; D; DLS: Dead store to $L11 in testcases.CWE643_Xpath_Injection.J2456.processB2G(HttpServletRequest, HttpServletResponse) ;at J2456.java:[line 68]
M; D; DLS: Dead store to $L11 in testcases.CWE643_Xpath_Injection.J2451.handle(HttpServletRequest, HttpServletResponse) ;at J2451.java:[line 35]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE643_Xpath_Injection.J2450.processB2G() ;at J2450.java:[line 46]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2450.processG2B() ;at J2450.java:[line 39]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2450.processB2G() ;at J2450.java:[line 99]
M; D; DLS: Dead store to $L11 in testcases.CWE643_Xpath_Injection.J2453.handle(HttpServletRequest, HttpServletResponse) ;at J2453.java:[line 29]
M; D; DLS: Dead store to $L11 in testcases.CWE643_Xpath_Injection.J2452.processG2B(HttpServletRequest, HttpServletResponse) ;at J2452.java:[line 33]
M; D; DLS: Dead store to $L11 in testcases.CWE643_Xpath_Injection.J2452.processB2G(HttpServletRequest, HttpServletResponse) ;at J2452.java:[line 63]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE78_OS_Command_Injection.J2609.handle() ;at J2609.java:[line 15]
H; B; HE: testcases.CWE581_Object_Model_Violation.J2363 defines equals and uses Object.hashCode() ;at J2363.java:[lines 9-22]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2448.processG2B() ;at J2448.java:[line 33]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2448.processB2G() ;at J2448.java:[line 57]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2447.handle() ;at J2447.java:[line 29]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE643_Xpath_Injection.J2449.handle() ;at J2449.java:[line 18]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2449.handle() ;at J2449.java:[line 71]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2444.processG2B() ;at J2444.java:[line 37]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2444.processB2G() ;at J2444.java:[line 87]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2443.handle() ;at J2443.java:[line 59]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2442.processG2B() ;at J2442.java:[line 38]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2442.processB2G() ;at J2442.java:[line 97]
M; D; DLS: Dead store to $L9 in testcases.CWE643_Xpath_Injection.J2441.handle() ;at J2441.java:[line 69]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE134_Uncontrolled_Format_String.s01.J1239.processB2G() ;at J1239.java:[line 25]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE134_Uncontrolled_Format_String.s01.J1236.handle() ;at J1236.java:[line 14]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE134_Uncontrolled_Format_String.s01.J1237.processB2G() ;at J1237.java:[line 25]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE134_Uncontrolled_Format_String.s01.J1238.handle() ;at J1238.java:[line 14]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE129_Improper_Validation_of_Array_Index.s02.J1120.handle() ;at J1120.java:[line 15]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE129_Improper_Validation_of_Array_Index.s02.J1124.handle() ;at J1124.java:[line 15]
M; D; UC: Useless object stored in variable array of method testcases.CWE129_Improper_Validation_of_Array_Index.s02.J1124.handle() ;at J1124.java:[line 57]
M; D; UC: Useless object stored in variable array of method testcases.CWE129_Improper_Validation_of_Array_Index.s02.J1134.handle(HttpServletRequest, HttpServletResponse) ;at J1134.java:[line 20]
M; D; UC: Useless object stored in variable array of method testcases.CWE129_Improper_Validation_of_Array_Index.s02.J1114.handle() ;at J1114.java:[line 20]
M; S; Dm: Hardcoded constant database password in testcases.CWE259_Hard_Coded_Password.J1804.handle() ;at J1804.java:[line 15]
M; M; UL: testcases.CWE404_Improper_Resource_Shutdown.J2112.helperB() does not release lock on all exception paths ;at J2112.java:[line 9]
M; M; UL: testcases.CWE404_Improper_Resource_Shutdown.J2113.helperB() does not release lock on all exception paths ;at J2113.java:[line 9]
H; D; DLS: Dead store to intHashSet in testcases.CWE789_Uncontrolled_Mem_Alloc.s03.J2600.processG2B() ;at J2600.java:[line 18]
M; D; UC: Method testcases.CWE400_Resource_Exhaustion.s03.J2093.processB2G() seems to be useless ;at J2093.java:[line 19]
H; B; DMI: Random object created and used only once in testcases.CWE400_Resource_Exhaustion.s03.J2098.handle() ;at J2098.java:[line 7]
H; B; DMI: Random object created and used only once in testcases.CWE400_Resource_Exhaustion.s03.J2099.processB2G() ;at J2099.java:[line 16]
H; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE390_Error_Without_Action.J1992.handle() ;at J1992.java:[line 19]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE390_Error_Without_Action.J1992.handle() ;at J1992.java:[line 17]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE390_Error_Without_Action.J1990.handle() ;at J1990.java:[line 8]
H; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE390_Error_Without_Action.J1990.handle() ;at J1990.java:[line 10]
M; D; UCF: Useless control flow in testcases.CWE390_Error_Without_Action.J1990.handle() ;at J1990.java:[line 12]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE83_XSS_Attribute.J2711.handle(HttpServletRequest, HttpServletResponse) ;at J2711.java:[line 15]
M; B; Dm: testcases.CWE382_Use_of_System_Exit.J1986.handle(HttpServletRequest, HttpServletResponse) invokes System.exit(...), which shuts down the entire virtual machine ;at J1986.java:[line 6]
M; S; XSS: HTTP parameter written to Servlet output in testcases.CWE83_XSS_Attribute.J2715.handle(HttpServletRequest, HttpServletResponse) ;at J2715.java:[line 9]
M; S; HRS: HTTP parameter directly written to HTTP header output in testcases.CWE113_HTTP_Response_Splitting.s02.J1042.handle(HttpServletRequest, HttpServletResponse) ;at J1042.java:[line 10]
M; S; HRS: HTTP parameter directly written to HTTP header output in testcases.CWE113_HTTP_Response_Splitting.s02.J1040.handle(HttpServletRequest, HttpServletResponse) ;at J1040.java:[line 10]
H; S; HRS: HTTP cookie formed from untrusted input in testcases.CWE113_HTTP_Response_Splitting.s02.J1038.handle(HttpServletRequest, HttpServletResponse) ;at J1038.java:[line 10]
M; M; ESync: Empty synchronized block in testcases.CWE585_Empty_Sync_Block.J2369.helperB() ;at J2369.java:[line 11]
M; M; ESync: Empty synchronized block in testcases.CWE585_Empty_Sync_Block.J2371.helperB() ;at J2371.java:[line 8]
M; M; ESync: Empty synchronized block in testcases.CWE585_Empty_Sync_Block.J2370.helperB() ;at J2370.java:[line 11]
M; V; EI2: testcases.CWE491_Object_Hijack.J2182.setDate(Date) may expose internal representation by storing an externally mutable object into J2182.theDate ;at J2182.java:[line 12]
M; V; EI2: testcases.CWE491_Object_Hijack.J2183.setDate(Date) may expose internal representation by storing an externally mutable object into J2183.theDate ;at J2183.java:[line 12]
M; C; NP: tempFile is null guaranteed to be dereferenced in testcases.CWE378_Temporary_File_Creation_With_Insecure_Perms.J1981.process1() on exception path  Dereferenced;at J1981.java:[line 36]
M; B; RV: Exceptional return value of java.io.File.delete() ignored in testcases.CWE378_Temporary_File_Creation_With_Insecure_Perms.J1981.process1() ;at J1981.java:[line 37]
M; C; NP: tempFile is null guaranteed to be dereferenced in testcases.CWE378_Temporary_File_Creation_With_Insecure_Perms.J1980.handle() on exception path  Dereferenced;at J1980.java:[line 24]
M; B; RV: Exceptional return value of java.io.File.delete() ignored in testcases.CWE378_Temporary_File_Creation_With_Insecure_Perms.J1980.handle() ;at J1980.java:[line 25]
H; B; DMI: Random object created and used only once in testcases.CWE511_Logic_Time_Bomb.J2215.handle() ;at J2215.java:[line 6]
M; D; UC: Useless object stored in variable array of method testcases.CWE129_Improper_Validation_of_Array_Index.s01.J1094.handle() ;at J1094.java:[line 46]
M; D; UC: Useless object stored in variable array of method testcases.CWE129_Improper_Validation_of_Array_Index.s01.J1084.handle() ;at J1084.java:[line 55]
H; C; NP: Null pointer dereference of myString in testcases.CWE476_NULL_Pointer_Dereference.J2146.handle()  Dereferenced;at J2146.java:[line 8]
M; D; NP: Load of known null value in testcases.CWE476_NULL_Pointer_Dereference.J2146.handle() ;at J2146.java:[line 8]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE506_Embedded_Malicious_Code.J2203.handle() ;at J2203.java:[line 16]
M; S; Dm: Empty database password in testcasesupport.IO.getDBConnection() ;at IO.java:[line 70]
H; B; DMI: Random object created and used only once in testcasesupport.IO.staticReturnsTrueOrFalse() ;at IO.java:[line 100]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE470_Unsafe_Reflection.J2128.handle() ;at J2128.java:[line 15]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2393.handle(HttpServletRequest, HttpServletResponse) ;at J2393.java:[line 63]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2394.processG2B(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2394.java:[line 19]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2394.processG2B(HttpServletRequest, HttpServletResponse) ;at J2394.java:[line 22]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2395.handle(HttpServletRequest, HttpServletResponse) ;at J2395.java:[line 36]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2396.processG2B(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2396.java:[line 17]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2396.processG2B(HttpServletRequest, HttpServletResponse) ;at J2396.java:[line 20]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2390.processG2B(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2390.java:[line 13]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2390.processG2B(HttpServletRequest, HttpServletResponse) ;at J2390.java:[line 16]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2391.handle(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2391.java:[line 21]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2391.handle(HttpServletRequest, HttpServletResponse) ;at J2391.java:[line 24]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2392.processG2B(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2392.java:[line 14]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2392.processG2B(HttpServletRequest, HttpServletResponse) ;at J2392.java:[line 17]
M; D; INT: Vacuous comparison of integer value testcases.CWE191_Integer_Underflow.s04.J1627.processB2G() ;at J1627.java:[line 19]
M; D; INT: Vacuous comparison of integer value testcases.CWE191_Integer_Underflow.s02.J1561.processB2G() ;at J1561.java:[line 18]
H; B; DMI: Random object created and used only once in testcases.CWE398_Poor_Code_Quality.J2011.process1() ;at J2011.java:[line 9]
H; B; DMI: Random object created and used only once in testcases.CWE398_Poor_Code_Quality.J2010.handle() ;at J2010.java:[line 6]
M; D; INT: Vacuous comparison of integer value testcases.CWE191_Integer_Underflow.s02.J1559.processB2G() ;at J1559.java:[line 21]
H; B; DMI: Random object created and used only once in testcases.CWE398_Poor_Code_Quality.J2013.process1() ;at J2013.java:[line 10]
H; B; DMI: Random object created and used only once in testcases.CWE398_Poor_Code_Quality.J2012.handle() ;at J2012.java:[line 7]
H; B; DMI: Random object created and used only once in testcases.CWE398_Poor_Code_Quality.J2019.process1() ;at J2019.java:[line 10]
H; B; DMI: Random object created and used only once in testcases.CWE398_Poor_Code_Quality.J2018.handle() ;at J2018.java:[line 7]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2397.handle(HttpServletRequest, HttpServletResponse) ;at J2397.java:[line 46]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2398.processG2B(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2398.java:[line 19]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2398.processG2B(HttpServletRequest, HttpServletResponse) ;at J2398.java:[line 22]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2382.processG2B(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2382.java:[line 18]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2382.processG2B(HttpServletRequest, HttpServletResponse) ;at J2382.java:[line 21]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2383.handle(HttpServletRequest, HttpServletResponse) ;at J2383.java:[line 53]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2384.processG2B(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2384.java:[line 18]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2384.processG2B(HttpServletRequest, HttpServletResponse) ;at J2384.java:[line 21]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s04.J1632.handle() ;at J1632.java:[line 8]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE601_Open_Redirect.J2385.handle(HttpServletRequest, HttpServletResponse) ;at J2385.java:[line 17]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2385.handle(HttpServletRequest, HttpServletResponse) ;at J2385.java:[line 55]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s04.J1633.processB2G() ;at J1633.java:[line 19]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2381.handle(HttpServletRequest, HttpServletResponse) ;at J2381.java:[line 53]
H; C; NP: Possible null pointer dereference of array in testcases.CWE129_Improper_Validation_of_Array_Index.s01.J1102.handle()  Dereferenced;at J1102.java:[line 61]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2386.processG2B(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2386.java:[line 19]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2386.processG2B(HttpServletRequest, HttpServletResponse) ;at J2386.java:[line 22]
M; D; UC: Useless object stored in variable array of method testcases.CWE129_Improper_Validation_of_Array_Index.s01.J1105.processG2B() ;at J1105.java:[line 17]
M; D; UC: Method testcases.CWE129_Improper_Validation_of_Array_Index.s01.J1105.processG2B() seems to be useless ;at J1105.java:[line 19]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2387.handle(HttpServletRequest, HttpServletResponse) ;at J2387.java:[line 19]
M; D; UC: Useless object stored in variable array of method testcases.CWE129_Improper_Validation_of_Array_Index.s01.J1104.handle() ;at J1104.java:[line 55]
M; D; RCN: Redundant nullcheck of data, which is known to be non-null in testcases.CWE601_Open_Redirect.J2388.processG2B(HttpServletRequest, HttpServletResponse)  Redundant null check;at J2388.java:[line 13]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2388.processG2B(HttpServletRequest, HttpServletResponse) ;at J2388.java:[line 16]
H; C; NP: Possible null pointer dereference of array in testcases.CWE129_Improper_Validation_of_Array_Index.s01.J1103.processB2G()  Dereferenced;at J1103.java:[line 77]
H; C; NP: Possible null pointer dereference of array in testcases.CWE129_Improper_Validation_of_Array_Index.s01.J1103.processG2B()  Dereferenced;at J1103.java:[line 23]
H; D; DLS: Dead store to uri in testcases.CWE601_Open_Redirect.J2389.handle(HttpServletRequest, HttpServletResponse) ;at J2389.java:[line 13]
H; S; HRS: HTTP parameter directly written to HTTP header output in testcases.CWE601_Open_Redirect.J2389.handle(HttpServletRequest, HttpServletResponse) ;at J2389.java:[line 18]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s04.J1606.handle() ;at J1606.java:[line 6]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s04.J1607.processB2G() ;at J1607.java:[line 17]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE191_Integer_Underflow.s04.J1616.handle() ;at J1616.java:[line 15]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE191_Integer_Underflow.s04.J1617.processB2G() ;at J1617.java:[line 26]
M; D; SA: Self assignment of intOne in testcases.CWE398_Poor_Code_Quality.J2022.handle() ;at J2022.java:[line 7]
H; B; DMI: Random object created and used only once in testcases.CWE483_Incorrect_Block_Delimitation.J2177.process1() ;at J2177.java:[line 10]
H; B; DMI: Random object created and used only once in testcases.CWE483_Incorrect_Block_Delimitation.J2175.process1() ;at J2175.java:[line 10]
H; B; DMI: Random object created and used only once in testcases.CWE483_Incorrect_Block_Delimitation.J2176.handle() ;at J2176.java:[line 7]
M; D; UCF: Useless control flow in testcases.CWE483_Incorrect_Block_Delimitation.J2176.handle() ;at J2176.java:[line 9]
H; B; DMI: Random object created and used only once in testcases.CWE483_Incorrect_Block_Delimitation.J2173.process1() ;at J2173.java:[line 10]
H; B; DMI: Random object created and used only once in testcases.CWE483_Incorrect_Block_Delimitation.J2174.handle() ;at J2174.java:[line 7]
H; B; DMI: Random object created and used only once in testcases.CWE483_Incorrect_Block_Delimitation.J2172.handle() ;at J2172.java:[line 7]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE113_HTTP_Response_Splitting.s01.J1029.processB2G(HttpServletRequest, HttpServletResponse) ;at J1029.java:[line 27]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE113_HTTP_Response_Splitting.s01.J1027.processB2G(HttpServletRequest, HttpServletResponse) ;at J1027.java:[line 28]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE113_HTTP_Response_Splitting.s01.J1028.handle(HttpServletRequest, HttpServletResponse) ;at J1028.java:[line 16]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE113_HTTP_Response_Splitting.s01.J1026.handle(HttpServletRequest, HttpServletResponse) ;at J1026.java:[line 16]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE113_HTTP_Response_Splitting.s01.J1030.handle(HttpServletRequest, HttpServletResponse) ;at J1030.java:[line 16]
M; D; DMI: Hard coded reference to an absolute pathname in testcases.CWE113_HTTP_Response_Splitting.s01.J1031.processB2G(HttpServletRequest, HttpServletResponse) ;at J1031.java:[line 27]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s04.J1640.handle() ;at J1640.java:[line 6]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s04.J1641.processB2G() ;at J1641.java:[line 17]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s04.J1646.handle() ;at J1646.java:[line 6]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s04.J1647.processB2G() ;at J1647.java:[line 17]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s02.J1571.processB2G() ;at J1571.java:[line 20]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s02.J1570.handle() ;at J1570.java:[line 8]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s02.J1573.processB2G() ;at J1573.java:[line 18]
H; B; DMI: Random object created and used only once in testcases.CWE191_Integer_Underflow.s02.J1572.handle() ;at J1572.java:[line 8]
H; B; DMI: Random object created and used only once in testcases.CWE570_Expression_Always_False.J2312.process1() ;at J2312.java:[line 10]
H; C; INT: Bad comparison of int with 0x8000000000000000L in testcases.CWE190_Integer_Overflow.s01.J1303.processB2G() ;at J1303.java:[line 65]
H; B; DMI: Random object created and used only once in testcases.CWE570_Expression_Always_False.J2314.process1() ;at J2314.java:[line 10]
H; C; INT: Bad comparison of int with 0x8000000000000000L in testcases.CWE190_Integer_Overflow.s01.J1309.processB2G() ;at J1309.java:[line 56]
H; B; DMI: Random object created and used only once in testcases.CWE570_Expression_Always_False.J2300.process1() ;at J2300.java:[line 11]
H; B; DMI: Random object created and used only once in testcases.CWE570_Expression_Always_False.J2306.process1() ;at J2306.java:[line 11]
M; B; PI: Class name ?>?1/1??? in source file ?>?2/1??? shadows the publicly available identifier from the Java Standard Library. ;at Main.java:[lines 3-54]
M; B; PI: Class name ?>?1/1??? in source file ?>?2/1??? shadows the publicly available identifier from the Java Standard Library. ;at Main.java:[lines 3-72]
H; C; INT: Bad comparison of int with 0x8000000000000000L in testcases.CWE190_Integer_Overflow.s01.J1291.processB2G() ;at J1291.java:[line 18]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s01.J1292.handle() ;at J1292.java:[line 7]
M; D; UC: Useless condition: it's always data != -2147483648 because variable type is short ;at J1417.java:[line 18]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s05.J1417.processB2G() ;at J1417.java:[line 17]
H; C; INT: Bad comparison of int with 0x8000000000000000L in testcases.CWE190_Integer_Overflow.s05.J1417.processB2G() ;at J1417.java:[line 18]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s05.J1416.handle() ;at J1416.java:[line 7]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s05.J1415.processB2G() ;at J1415.java:[line 19]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s05.J1414.handle() ;at J1414.java:[line 7]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s05.J1413.processB2G() ;at J1413.java:[line 17]
M; C; INT: Bad comparison of signed byte with 0x80000000 in testcases.CWE190_Integer_Overflow.s01.J1297.processB2G() ;at J1297.java:[line 18]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s01.J1297.processB2G() ;at J1297.java:[line 17]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s05.J1412.handle() ;at J1412.java:[line 7]
M; D; UC: Useless condition: it's always data != -2147483648 because variable type is short ;at J1411.java:[line 18]
H; C; INT: Bad comparison of int with 0x8000000000000000L in testcases.CWE190_Integer_Overflow.s05.J1411.processB2G() ;at J1411.java:[line 18]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s01.J1295.processB2G() ;at J1295.java:[line 19]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s01.J1296.handle() ;at J1296.java:[line 7]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s01.J1293.processB2G() ;at J1293.java:[line 17]
M; B; PI: Class name ?>?1/1??? in source file ?>?2/1??? shadows the publicly available identifier from the Java Standard Library. ;at Main.java:[lines 3-54]
H; B; DMI: Random object created and used only once in testcases.CWE190_Integer_Overflow.s01.J1294.handle() ;at J1294.java:[line 7]
H; S; SQL: testcases.CWE89_SQL_Injection.s03.J2797.handle(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement ;at J2797.java:[line 27]
M; S; SQL: testcases.CWE89_SQL_Injection.s03.J2798.processG2B(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement ;at J2798.java:[line 21]
H; S; SQL: testcases.CWE89_SQL_Injection.s03.J2799.handle(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement ;at J2799.java:[line 26]
H; C; INT: Bad comparison of int with 0x8000000000000000L in testcases.CWE190_Integer_Overflow.s01.J1285.processB2G() ;at J1285.java:[line 52]
H; B; DMI: Random object created and used only once in testcases.CWE336_Same_Seed_in_PRNG.J1850.handle() ;at J1850.java:[line 8]
H; S; SQL: testcases.CWE89_SQL_Injection.s03.J2789.handle(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement ;at J2789.java:[line 15]
H; S; SQL: A prepared statement is generated from a nonconstant String in testcases.CWE89_SQL_Injection.s03.J2793.handle(HttpServletRequest, HttpServletResponse) ;at J2793.java:[line 14]
M; S; SQL: A prepared statement is generated from a nonconstant String in testcases.CWE89_SQL_Injection.s03.J2794.processG2B(HttpServletRequest, HttpServletResponse) ;at J2794.java:[line 18]
H; S; SQL: testcases.CWE89_SQL_Injection.s03.J2795.handle(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement ;at J2795.java:[line 30]
M; S; SQL: testcases.CWE89_SQL_Injection.s03.J2796.processG2B(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement ;at J2796.java:[line 24]
M; S; SQL: testcases.CWE89_SQL_Injection.s03.J2790.processG2B(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement ;at J2790.java:[line 19]
H; S; SQL: testcases.CWE89_SQL_Injection.s03.J2791.handle(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement ;at J2791.java:[line 15]
