llm_model;dataset;prompt_name;file_name;vulnerability_present;cwe_ids;time_taken (in seconds);tokens_used;cost (in dollars);created_at
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J16951;True;CWE-20;4.053386211395264;total_tokens: 1059, completion_tokens: 41, prompt_tokens: 1018;0.01141;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J16261;True;CWE-190;4.39874792098999;total_tokens: 996, completion_tokens: 65, prompt_tokens: 931;0.011260000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18138;True;CWE-190;1.8691282272338867;total_tokens: 892, completion_tokens: 42, prompt_tokens: 850;0.009760000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J17319;False;;1.92958664894104;total_tokens: 985, completion_tokens: 16, prompt_tokens: 969;0.01017;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J17867;True;CWE-807;2.17868971824646;total_tokens: 1081, completion_tokens: 55, prompt_tokens: 1026;0.01191;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J17866;True;CWE-807;2.143467903137207;total_tokens: 760, completion_tokens: 51, prompt_tokens: 709;0.00862;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J17318;True;CWE-190;2.4159555435180664;total_tokens: 697, completion_tokens: 41, prompt_tokens: 656;0.007790000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18109;True;CWE-20;2.6872379779815674;total_tokens: 1382, completion_tokens: 42, prompt_tokens: 1340;0.014660000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18108;True;CWE-190;3.2227706909179688;total_tokens: 885, completion_tokens: 44, prompt_tokens: 841;0.009729999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18139;True;CWE-20;7.392755031585693;total_tokens: 1024, completion_tokens: 45, prompt_tokens: 979;0.01114;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18458;True;CWE-22;1.6846342086791992;total_tokens: 979, completion_tokens: 41, prompt_tokens: 938;0.01061;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18584;True;CWE-22;1.794736623764038;total_tokens: 1197, completion_tokens: 37, prompt_tokens: 1160;0.012709999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18368;True;CWE-22;1.9294397830963135;total_tokens: 938, completion_tokens: 39, prompt_tokens: 899;0.010159999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18234;True;CWE-22;2.498683452606201;total_tokens: 1173, completion_tokens: 41, prompt_tokens: 1132;0.012549999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18532;True;CWE-22;2.568020820617676;total_tokens: 974, completion_tokens: 41, prompt_tokens: 933;0.010560000000000002;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18272;True;CWE-22;2.7325472831726074;total_tokens: 1076, completion_tokens: 41, prompt_tokens: 1035;0.01158;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18588;True;CWE-23;2.750746250152588;total_tokens: 1218, completion_tokens: 46, prompt_tokens: 1172;0.013099999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18273;True;CWE-22;2.8804194927215576;total_tokens: 940, completion_tokens: 40, prompt_tokens: 900;0.0102;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18369;True;CWE-22;3.1122262477874756;total_tokens: 1287, completion_tokens: 39, prompt_tokens: 1248;0.013649999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18235;True;CWE-22;3.1447267532348633;total_tokens: 1319, completion_tokens: 39, prompt_tokens: 1280;0.01397;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18585;True;CWE-22;3.2054553031921387;total_tokens: 1303, completion_tokens: 39, prompt_tokens: 1264;0.01381;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18452;True;CWE-22;3.3995139598846436;total_tokens: 963, completion_tokens: 42, prompt_tokens: 921;0.010470000000000002;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18459;True;CWE-22;3.5170843601226807;total_tokens: 1321, completion_tokens: 40, prompt_tokens: 1281;0.01401;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18533;True;CWE-22;3.6256284713745117;total_tokens: 998, completion_tokens: 39, prompt_tokens: 959;0.010759999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18265;True;CWE-22;3.54722261428833;total_tokens: 964, completion_tokens: 40, prompt_tokens: 924;0.01044;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18264;True;CWE-22;3.7882578372955322;total_tokens: 1155, completion_tokens: 42, prompt_tokens: 1113;0.01239;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18453;True;CWE-22;4.5762410163879395;total_tokens: 1306, completion_tokens: 46, prompt_tokens: 1260;0.01398;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18597;True;CWE-22;2.4887924194335938;total_tokens: 1312, completion_tokens: 46, prompt_tokens: 1266;0.01404;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18596;True;CWE-23;2.5872581005096436;total_tokens: 1207, completion_tokens: 46, prompt_tokens: 1161;0.01299;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18604;True;CWE-23;2.1346688270568848;total_tokens: 1210, completion_tokens: 45, prompt_tokens: 1165;0.013000000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18671;True;CWE-22;2.2342727184295654;total_tokens: 1271, completion_tokens: 39, prompt_tokens: 1232;0.013489999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18748;True;CWE-22;1.7120254039764404;total_tokens: 1125, completion_tokens: 41, prompt_tokens: 1084;0.01207;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18630;True;CWE-22;3.0697033405303955;total_tokens: 1068, completion_tokens: 39, prompt_tokens: 1029;0.011459999999999998;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18737;True;CWE-22;2.4317638874053955;total_tokens: 1313, completion_tokens: 39, prompt_tokens: 1274;0.013910000000000002;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18605;True;CWE-23;3.871751308441162;total_tokens: 1315, completion_tokens: 41, prompt_tokens: 1274;0.013970000000000002;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18702;True;CWE-22;2.8498637676239014;total_tokens: 1089, completion_tokens: 61, prompt_tokens: 1028;0.012110000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18589;True;CWE-22;4.996236085891724;total_tokens: 1313, completion_tokens: 39, prompt_tokens: 1274;0.013910000000000002;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18670;True;CWE-22;3.904641628265381;total_tokens: 931, completion_tokens: 46, prompt_tokens: 885;0.01023;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18686;True;CWE-22;3.4974896907806396;total_tokens: 926, completion_tokens: 39, prompt_tokens: 887;0.01004;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18687;True;CWE-22;3.5526750087738037;total_tokens: 1275, completion_tokens: 39, prompt_tokens: 1236;0.01353;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18631;True;CWE-22;4.440070152282715;total_tokens: 1314, completion_tokens: 39, prompt_tokens: 1275;0.013919999999999998;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18736;True;CWE-22;3.6346662044525146;total_tokens: 1127, completion_tokens: 41, prompt_tokens: 1086;0.012090000000000002;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18749;True;CWE-22;3.7117459774017334;total_tokens: 976, completion_tokens: 46, prompt_tokens: 930;0.01068;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18703;True;CWE-22;7.359674692153931;total_tokens: 1427, completion_tokens: 41, prompt_tokens: 1386;0.01509;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18774;True;CWE-259;1.669215440750122;total_tokens: 874, completion_tokens: 39, prompt_tokens: 835;0.00952;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18764;True;CWE-259;1.812696933746338;total_tokens: 888, completion_tokens: 41, prompt_tokens: 847;0.0097;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18766;True;CWE-259;2.0086803436279297;total_tokens: 897, completion_tokens: 39, prompt_tokens: 858;0.009750000000000002;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18760;True;CWE-259;2.2081573009490967;total_tokens: 876, completion_tokens: 39, prompt_tokens: 837;0.00954;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18756;True;CWE-259;2.296766519546509;total_tokens: 851, completion_tokens: 39, prompt_tokens: 812;0.00929;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18761;True;CWE-319;2.3851242065429688;total_tokens: 1951, completion_tokens: 39, prompt_tokens: 1912;0.02029;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18773;True;CWE-327;2.6316440105438232;total_tokens: 1968, completion_tokens: 48, prompt_tokens: 1920;0.02064;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18757;True;CWE-327;2.656221866607666;total_tokens: 1244, completion_tokens: 45, prompt_tokens: 1199;0.013340000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18765;True;CWE-327;2.63393235206604;total_tokens: 1958, completion_tokens: 48, prompt_tokens: 1910;0.02054;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18758;True;CWE-259;2.8345718383789062;total_tokens: 870, completion_tokens: 39, prompt_tokens: 831;0.009479999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18772;True;CWE-259;3.272406578063965;total_tokens: 881, completion_tokens: 42, prompt_tokens: 839;0.00965;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18780;True;CWE-259;3.234346389770508;total_tokens: 886, completion_tokens: 39, prompt_tokens: 847;0.00964;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18767;True;CWE-327;3.288870096206665;total_tokens: 2002, completion_tokens: 45, prompt_tokens: 1957;0.02092;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18770;True;CWE-259;3.6126246452331543;total_tokens: 896, completion_tokens: 39, prompt_tokens: 857;0.009739999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18782;True;CWE-259;1.888927936553955;total_tokens: 880, completion_tokens: 39, prompt_tokens: 841;0.009579999999999998;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18771;True;CWE-327;4.135367155075073;total_tokens: 1970, completion_tokens: 44, prompt_tokens: 1926;0.020579999999999998;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18781;True;CWE-327;2.339095115661621;total_tokens: 2000, completion_tokens: 48, prompt_tokens: 1952;0.02096;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18759;True;CWE-327;4.695870876312256;total_tokens: 1932, completion_tokens: 44, prompt_tokens: 1888;0.0202;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18775;True;CWE-319;5.37962532043457;total_tokens: 1941, completion_tokens: 37, prompt_tokens: 1904;0.020149999999999998;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18791;True;CWE-327;1.967353105545044;total_tokens: 1714, completion_tokens: 40, prompt_tokens: 1674;0.01794;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18783;True;CWE-327;3.4331469535827637;total_tokens: 1972, completion_tokens: 44, prompt_tokens: 1928;0.020599999999999997;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18788;True;CWE-259;3.0234720706939697;total_tokens: 890, completion_tokens: 61, prompt_tokens: 829;0.01012;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18784;True;CWE-259;3.2287721633911133;total_tokens: 900, completion_tokens: 42, prompt_tokens: 858;0.009840000000000002;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18792;True;CWE-259;2.5926549434661865;total_tokens: 891, completion_tokens: 60, prompt_tokens: 831;0.01011;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18785;True;CWE-327;3.364515542984009;total_tokens: 2026, completion_tokens: 43, prompt_tokens: 1983;0.02112;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18789;True;CWE-327;3.08262300491333;total_tokens: 1278, completion_tokens: 45, prompt_tokens: 1233;0.013680000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18793;True;CWE-327;2.559741258621216;total_tokens: 1283, completion_tokens: 46, prompt_tokens: 1237;0.01375;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18798;True;CWE-259;2.040687322616577;total_tokens: 896, completion_tokens: 40, prompt_tokens: 856;0.00976;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18790;True;CWE-22;3.838414430618286;total_tokens: 921, completion_tokens: 43, prompt_tokens: 878;0.010069999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18797;True;CWE-327;2.6088342666625977;total_tokens: 1438, completion_tokens: 65, prompt_tokens: 1373;0.01568;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18796;True;CWE-259;3.348919153213501;total_tokens: 1208, completion_tokens: 45, prompt_tokens: 1163;0.01298;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18795;True;CWE-327;3.6466317176818848;total_tokens: 1281, completion_tokens: 44, prompt_tokens: 1237;0.01369;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18794;True;CWE-259;3.754256248474121;total_tokens: 876, completion_tokens: 49, prompt_tokens: 827;0.009739999999999999;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18799;True;CWE-327;3.0476365089416504;total_tokens: 1323, completion_tokens: 37, prompt_tokens: 1286;0.01397;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18842;True;CWE-259;1.697798252105713;total_tokens: 847, completion_tokens: 37, prompt_tokens: 810;0.009210000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18849;True;CWE-319;1.9327764511108398;total_tokens: 924, completion_tokens: 49, prompt_tokens: 875;0.01022;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18802;True;CWE-259;1.9568226337432861;total_tokens: 823, completion_tokens: 37, prompt_tokens: 786;0.00897;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18860;True;CWE-319;1.9134643077850342;total_tokens: 703, completion_tokens: 40, prompt_tokens: 663;0.00783;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18832;True;CWE-259;1.969686508178711;total_tokens: 838, completion_tokens: 48, prompt_tokens: 790;0.009340000000000001;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18861;True;CWE-319;2.07127046585083;total_tokens: 925, completion_tokens: 48, prompt_tokens: 877;0.01021;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18826;True;CWE-259;2.276426315307617;total_tokens: 844, completion_tokens: 53, prompt_tokens: 791;0.0095;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18807;True;CWE-259;2.583817720413208;total_tokens: 1214, completion_tokens: 43, prompt_tokens: 1171;0.013;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18806;True;CWE-259;2.6371538639068604;total_tokens: 848, completion_tokens: 37, prompt_tokens: 811;0.00922;2024-03-07
gpt-4-0125-preview;juliet-top-25-subset-34;few_shot;J18800;True;CWE-259;2.611201763153076;total_tokens: 822, completion_tokens: 49, prompt_tokens: 773;0.0092;2024-03-07
